ev_id,origin_time,eq_latitude,eq_longitude,magnitude,v_ij
texnet2023fova,2023-03-21 06:12:34.475000,31.63774,-104.17547,2.29,1.748464405453264
texnet2023fpmh,2023-03-21 14:55:19.771000,31.56342,-104.14115,3.23,1.6284519287609895
texnet2023fqup,2023-03-22 08:14:41.912999,31.65784,-104.28266,1.81,1.657348437249531
texnet2023frve,2023-03-22 21:41:44.164000,31.72147,-104.30092,2.09,1.4157594496605044
texnet2023futn,2023-03-24 12:15:07.814000,31.68522,-104.2976,2.35,1.7251845684244909
texnet2023fvjo,2023-03-24 20:22:09.103999,31.70702,-104.17165,2.24,1.4108535402531213
texnet2023fvyh,2023-03-25 03:48:16.958999,31.65098,-104.23265,1.92,1.6947371172625327
texnet2023fvyw,2023-03-25 04:05:56.182000,31.5706,-104.17894,2.15,1.547116621260984
texnet2023fxcj,2023-03-25 19:00:35.348999,31.59083,-104.22332,1.94,1.6708661917162086
texnet2023fyvi,2023-03-26 17:44:31.647999,31.61595,-104.11425,1.62,1.41370292918873
texnet2023fzzr,2023-03-27 09:02:36.698999,31.61778,-104.10938,1.5,1.671089531216235
texnet2023gasw,2023-03-27 18:44:12.522000,31.57106,-104.17939,1.51,1.6769623821859636
texnet2023gayt,2023-03-27 21:43:21.920000,31.71661,-104.29869,1.57,2.680923565605889
texnet2023gdcm,2023-03-29 01:50:37.665999,31.66052,-104.33267,1.67,1.6981663885439495
texnet2023gdcu,2023-03-29 02:01:40.369999,31.62074,-104.12389,1.54,1.7195861796188667
texnet2023gebh,2023-03-29 14:22:37.606999,31.61759,-104.13057,1.53,1.547255017872743
texnet2023gedi,2023-03-29 15:24:53.600999,31.56101,-104.12171,1.6,1.7854653817897683
texnet2023gefs,2023-03-29 16:38:07.144000,31.71879,-104.28769,2.16,3.3876747782811307
texnet2023gemw,2023-03-29 20:14:20.769999,31.65496,-104.3164,2.3,1.735874010871222
texnet2023geqq,2023-03-29 22:09:18.795000,31.62043,-104.12717,1.67,1.6640415071584733
texnet2023gfav,2023-03-30 03:18:35.838999,31.56935,-104.17694,2.21,1.470456221709803
texnet2023gfnu,2023-03-30 09:51:32.344000,31.62224,-104.12845,1.52,1.5842589488520393
texnet2023gfou,2023-03-30 10:22:42.039999,31.68488,-104.29112,2.3,1.9137533619003892
texnet2023gfzi,2023-03-30 15:41:15.146000,31.5565,-104.10256,2.13,1.6235973884652786
texnet2023ggeg,2023-03-30 18:10:12.667999,31.55638,-104.10256,2.22,1.5949447588955898
texnet2023gghv,2023-03-30 19:59:27.981000,31.56416,-104.16211,1.55,1.5133954026427017
texnet2023ggih,2023-03-30 20:12:04.254999,31.56407,-104.16188,1.79,1.5895797085337873
texnet2023ggij,2023-03-30 20:16:03.512000,31.61864,-104.27972,1.57,2.836194570718825
texnet2023ggje,2023-03-30 20:37:51.795000,31.56414,-104.16249,2.19,1.6109561394631786
texnet2023ggjg,2023-03-30 20:39:11.628000,31.57064,-104.17916,1.52,1.6538248096750596
texnet2023ggvu,2023-03-31 03:02:43.792999,31.61679,-104.12455,1.93,1.5090912589043928
texnet2023ghdr,2023-03-31 07:00:45.218000,31.64206,-104.30238,2.12,1.495537022546135
texnet2023ghkb,2023-03-31 10:14:25.178999,31.56207,-104.11535,1.87,1.6797850789399837
texnet2023ghlm,2023-03-31 10:57:02.048000,31.59176,-104.20599,1.63,1.7680695919036526
texnet2023ghmp,2023-03-31 11:32:24.806000,31.61725,-104.12326,1.53,1.5915174399633087
texnet2023ghpn,2023-03-31 13:02:46.146999,31.61729,-104.12212,2.24,1.6208177294454928
texnet2023ghwt,2023-03-31 16:40:24.480000,31.56227,-104.11363,1.61,1.6230907878957437
texnet2023gieb,2023-03-31 20:21:16.975999,31.55898,-104.19624,2.16,1.6680663405058325
texnet2023gihb,2023-03-31 21:51:44.771999,31.61642,-104.1234,2.07,1.9118902901944208
texnet2023gijy,2023-03-31 23:18:59.347999,31.66209,-104.34428,1.57,1.7578892048130212
texnet2023gikh,2023-03-31 23:30:13.153000,31.61801,-104.12018,2.0,2.1684896978375527
texnet2023gimu,2023-04-01 00:45:53.604999,31.6619,-104.343,1.54,2.1261123413016403
texnet2023girh,2023-04-01 03:02:13.404999,31.616,-104.12385,1.51,1.4156701820983266
texnet2023gisq,2023-04-01 03:43:15.377000,31.56393,-104.1624,2.11,1.6385016468790574
texnet2023giss,2023-04-01 03:44:12.359999,31.56397,-104.16294,2.33,1.4035192729212465
texnet2023gizl,2023-04-01 07:09:32.936000,31.65803,-104.3107,2.09,2.473596300570039
texnet2023gjda,2023-04-01 08:58:24.300000,31.56451,-104.16393,2.95,1.6974462887269806
texnet2023gjds,2023-04-01 09:17:56.835000,31.56516,-104.16531,2.04,1.5242090736124723
texnet2023gjjb,2023-04-01 12:01:16.391999,31.73712,-104.24839,1.62,1.6718511917947008
texnet2023gkqb,2023-04-02 04:40:51.421999,31.71783,-104.29079,1.61,1.6475672094081324
texnet2023gmrs,2023-04-03 07:47:25.310999,31.56394,-104.16156,2.18,1.6408837343090754
texnet2023gmtw,2023-04-03 08:53:30.332999,31.55364,-104.17748,1.93,1.6345878526072957
texnet2023gnlh,2023-04-03 17:41:17.190000,31.56095,-104.1078,2.09,1.7207593151344411
texnet2023gqfr,2023-04-05 06:15:28.481000,31.56351,-104.16134,2.12,1.5273407971171908
texnet2023gqrx,2023-04-05 12:26:27.676999,31.69784,-104.18065,1.85,1.8971660440877531
texnet2023gstd,2023-04-06 15:19:52.326000,31.73657,-104.2485,1.93,1.6195368165335986
texnet2023guab,2023-04-07 07:58:14.945999,31.6154,-104.11151,1.68,1.3947880512710078
texnet2023gvuf,2023-04-08 07:17:36.215000,31.70667,-104.17439,2.41,2.0838205912963654
texnet2023gyed,2023-04-09 14:33:51.784999,31.56313,-104.1592,2.76,1.744165621411026
texnet2023gyee,2023-04-09 14:35:28.676999,31.56394,-104.16154,2.97,1.7508218378949496
texnet2023gzrf,2023-04-10 10:18:26.292999,31.71523,-104.26521,2.29,1.6672103056071435
texnet2023hbiz,2023-04-11 08:24:04.025000,31.61823,-104.27086,2.24,1.7653398682946495
texnet2023hbtu,2023-04-11 13:52:53.287999,31.66167,-104.33526,2.01,1.7223499981207127
texnet2023hcwh,2023-04-12 04:17:28.559000,31.70563,-104.17125,2.02,1.6112866651470814
texnet2023hczf,2023-04-12 05:49:16.251999,31.64701,-104.28325,2.05,2.8798491677391866
texnet2023hddn,2023-04-12 07:55:43.838000,31.62091,-104.11247,1.87,1.686112212368675
texnet2023hehl,2023-04-12 23:03:18.300000,31.62044,-104.27828,1.93,2.5151653635143703
texnet2023hexc,2023-04-13 06:57:46.905999,31.67373,-104.20005,2.13,1.8012156258144536
texnet2023hfjn,2023-04-13 13:14:42.149999,31.56328,-104.16049,2.34,1.7050473252983165
texnet2023hfmk,2023-04-13 14:42:11.416999,31.67457,-104.20255,1.87,1.9023874193579726
texnet2023hhcb,2023-04-14 11:44:37.329000,31.73066,-104.27178,1.73,1.5667356061733577
texnet2023hiin,2023-04-15 04:08:55.176000,31.56376,-104.16196,2.22,1.5082320856753242
texnet2023hlpb,2023-04-16 22:51:33.926999,31.65898,-104.32083,2.35,1.6432585821591101
texnet2023hlpp,2023-04-16 23:07:56.718000,31.53789,-104.14892,2.28,1.7624053600246066
texnet2023hmod,2023-04-17 11:30:12.163000,31.60499,-104.21412,2.11,1.4555327040044392
texnet2023hmuu,2023-04-17 14:52:40.213000,31.65414,-104.2958,3.17,1.6679567023351691
texnet2023hnbc,2023-04-17 18:03:41.381000,31.65347,-104.29457,3.67,1.4561479448623482
texnet2023hndv,2023-04-17 19:26:57.468000,31.65428,-104.29668,2.71,1.6570563424863967
texnet2023hntu,2023-04-18 03:31:05.203000,31.60449,-104.21276,1.97,1.4221768196819546
texnet2023hnyo,2023-04-18 05:56:15.961000,31.67449,-104.19906,1.88,1.766821918828099
texnet2023hnzl,2023-04-18 06:21:29.916000,31.62256,-104.13241,1.82,1.20827535414482
texnet2023hpdt,2023-04-18 21:41:05.692999,31.65989,-104.32599,2.2,6.678104498919595
texnet2023hpqs,2023-04-19 04:14:17.181999,31.65486,-104.29517,2.54,1.7466766713282098
texnet2023hrbu,2023-04-19 22:57:29.256000,31.64764,-104.37189,2.94,1.358845426592949
texnet2023hrps,2023-04-20 05:59:44.020000,31.65203,-104.29416,1.88,1.7230449111475727
texnet2023hsck,2023-04-20 12:24:17.562999,31.70383,-104.17082,2.37,1.5550427605084025
texnet2023hucx,2023-04-21 14:56:33.104999,31.56333,-104.15898,2.75,1.6367397534688723
texnet2023hufd,2023-04-21 16:03:44.162999,31.56368,-104.1606,2.18,1.5339885687992638
texnet2023hufj,2023-04-21 16:10:31.347999,31.56404,-104.16158,2.37,1.7016540733505234
texnet2023hufl,2023-04-21 16:12:11.526999,31.56481,-104.16405,2.33,1.6896970055866702
texnet2023hvir,2023-04-22 06:59:18.658999,31.72178,-104.28893,2.21,1.8808168726779197
texnet2023hwgv,2023-04-22 19:11:13.166999,31.60415,-104.21106,2.18,1.6779495392378145
texnet2023hwus,2023-04-23 02:12:49.289999,31.70301,-104.1665,2.39,1.637785531864358
texnet2023hyjk,2023-04-23 22:45:33.149000,31.57028,-104.17078,1.74,1.5528071933396206
texnet2023hyvf,2023-04-24 04:43:24.454000,31.56415,-104.16228,2.54,1.6971671446550165
texnet2023hywi,2023-04-24 05:17:43.015000,31.56389,-104.16324,2.45,1.5283362891748793
texnet2023iaaa,2023-04-24 20:17:37.377000,31.71876,-104.30516,1.87,1.9942078965957557
texnet2023iccy,2023-04-26 00:03:18.295000,31.6815,-104.28714,2.06,1.6884846889746676
texnet2023idwv,2023-04-26 23:13:14.214999,31.6046,-104.22576,2.03,1.8292215142383885
texnet2023idzn,2023-04-27 00:35:07.546999,31.66126,-104.33135,2.16,1.476993683621681
texnet2023iedb,2023-04-27 02:22:11.051000,31.59907,-104.21077,2.34,1.7069663533903257
texnet2023ifhi,2023-04-27 17:40:25.527000,31.59569,-104.20803,1.91,1.762627450509641
texnet2023ifix,2023-04-27 18:26:59.496000,31.68287,-104.28739,1.83,1.5826978167511228
texnet2023ifqv,2023-04-27 22:28:32.384999,31.65241,-104.28321,2.6,1.855572028309792
texnet2023ifud,2023-04-28 00:08:06.684999,31.61129,-104.26594,2.24,2.0698140357004
texnet2023igbe,2023-04-28 03:41:18.332999,31.65246,-104.28495,3.18,1.8574758133458211
texnet2023igjw,2023-04-28 08:05:07.969999,31.65284,-104.28187,2.75,1.8522178943438938
texnet2023igrl,2023-04-28 11:57:02.434000,31.60991,-104.26511,2.54,1.9643993624840246
texnet2023igur,2023-04-28 13:32:41.130000,31.71504,-104.2702,1.73,1.6105762716797396
texnet2023igxf,2023-04-28 14:50:09.714000,31.62445,-104.28834,2.24,1.9180512332181272
texnet2023igzf,2023-04-28 15:50:06.459999,31.58874,-104.23066,1.75,1.7293853447103253
texnet2023ilam,2023-04-30 21:01:01.308999,31.64133,-104.29275,2.05,1.80979698119706
texnet2023immi,2023-05-01 16:08:36.954999,31.64076,-104.29492,2.04,1.692664967035301
texnet2023imoa,2023-05-01 16:59:04.764000,31.56875,-104.17327,2.71,1.504012537114255
texnet2023ipdw,2023-05-03 03:16:42.063000,31.59915,-104.20923,1.71,4.818672626602911
texnet2023iset,2023-05-04 19:07:03.725000,31.64376,-104.16628,2.03,1.749810518530572
texnet2023isrw,2023-05-05 01:45:45.563000,31.61968,-104.18246,1.97,1.6441019551627605
texnet2023isxu,2023-05-05 04:45:20.298999,31.65007,-104.18548,1.8,1.7536516693474329
texnet2023iuam,2023-05-05 19:14:50.240999,31.567,-104.17089,2.1,1.4882094749241892
texnet2023iueg,2023-05-05 21:09:11.762999,31.55899,-104.14358,2.32,1.661247344052132
texnet2023iuzg,2023-05-06 07:44:34.786000,31.55891,-104.14124,2.14,1.614931696409153
texnet2023ixza,2023-05-07 23:03:03.859999,31.56659,-104.16528,1.98,1.6752639832322007
texnet2023ixzj,2023-05-07 23:21:42.435000,31.56592,-104.16479,2.38,1.6955780154361602
texnet2023iycj,2023-05-08 00:43:35.231999,31.56556,-104.16424,2.38,1.7004977620773474
texnet2023izmw,2023-05-08 19:15:10.832000,31.65145,-104.29615,2.54,1.697761274679598
texnet2023izvs,2023-05-08 23:39:01.974000,31.62725,-104.12679,2.05,1.554727035789582
texnet2023jbgc,2023-05-09 18:00:58.503999,31.6518,-104.29706,1.99,1.7783008113539012
texnet2023jfyb,2023-05-12 07:40:00.101000,31.61226,-104.10262,2.68,1.5925126464338941
texnet2023jhae,2023-05-12 21:51:31.602000,31.71933,-104.30847,2.22,1.561649019390678
texnet2023jhpt,2023-05-13 05:44:05.589000,31.6191,-104.18352,2.66,1.7577350222638313
texnet2023jiet,2023-05-13 13:18:23.756000,31.7062,-104.17216,3.02,1.5157964066264833
texnet2023jiqv,2023-05-13 19:24:30.158999,31.56598,-104.16712,1.94,1.6616318194412127
texnet2023jjnb,2023-05-14 06:38:24.803000,31.65129,-104.29334,2.52,1.647115425490685
texnet2023jjrf,2023-05-14 08:44:36.612999,31.62632,-104.37505,1.93,2.119840717889112
texnet2023jkfr,2023-05-14 16:02:13.076000,31.56597,-104.1659,2.9,1.6743732809386744
texnet2023jlru,2023-05-15 11:18:00.363000,31.70904,-104.16954,2.06,1.6013731524995647
texnet2023jmwf,2023-05-16 02:41:01.657999,31.67449,-104.20374,2.47,1.6181331976223325
texnet2023joka,2023-05-16 22:47:53.820999,31.66216,-104.34292,2.42,1.71827363816059
texnet2023jpic,2023-05-17 10:56:59.210000,31.71739,-104.28167,1.85,1.684800102449075
texnet2023jqgh,2023-05-17 23:07:20.486000,31.55914,-104.10273,1.9,1.6271420058458397
texnet2023jrew,2023-05-18 11:35:14.756999,31.65011,-104.29068,2.11,1.643443404855426
texnet2023jysi,2023-05-22 14:20:30.289999,31.65754,-104.32022,3.11,7.10839376794613
texnet2023jzqf,2023-05-23 02:24:24.850000,31.56524,-104.1651,2.21,1.6976997954069775
texnet2023jzqk,2023-05-23 02:30:10.279999,31.56494,-104.16493,1.95,1.534797449012914
texnet2023kajw,2023-05-23 12:20:45.162999,31.74665,-104.17393,2.13,1.628223231085793
texnet2023kfao,2023-05-26 01:19:35.128999,31.56452,-104.16295,2.42,1.7298397902397262
texnet2023kfxr,2023-05-26 12:59:11.631000,31.71797,-104.29013,1.88,4.128382549137955
texnet2023kgdx,2023-05-26 16:08:41.881999,31.63336,-104.18688,2.37,1.7170501257338946
texnet2023khfq,2023-05-27 06:09:08.909000,31.71427,-104.26761,1.98,1.6818146061727062
texnet2023khkc,2023-05-27 08:24:28.984999,31.71405,-104.2658,2.87,1.7943519344973897
texnet2023kicg,2023-05-27 17:34:25.126999,31.68349,-104.28815,2.2,1.8504346496137203
texnet2023kjja,2023-05-28 10:08:16.990999,31.652,-104.26798,3.04,1.5935588985282942
texnet2023kjjh,2023-05-28 10:16:10.394999,31.65157,-104.26867,2.49,1.7074697622062105
texnet2023kmmh,2023-05-30 03:11:45.808999,31.62257,-104.10935,1.9,1.7882912666829907
texnet2023kndj,2023-05-30 11:49:30.045999,31.60724,-104.22361,2.57,1.7925970870440875
texnet2023kngm,2023-05-30 13:23:31.251000,31.59074,-104.24353,2.59,1.6390887877126374
texnet2023knxn,2023-05-30 21:59:52.405999,31.58978,-104.24334,2.15,1.8640712890791942
texnet2023kosf,2023-05-31 08:27:53.286999,31.6296,-104.2431,2.15,1.7034167374403517
texnet2023kosv,2023-05-31 08:46:40.554999,31.59253,-104.24707,2.08,1.8760191308966674
texnet2023kpbt,2023-05-31 13:16:24.533999,31.59084,-104.24291,1.87,1.7098792980280486
texnet2023kpcl,2023-05-31 13:37:46.843000,31.59221,-104.24561,1.92,1.8826789729892957
texnet2023kper,2023-05-31 14:45:25.189000,31.7158,-104.32056,2.09,1.791479751051693
texnet2023kpgv,2023-05-31 15:53:23.888000,31.71881,-104.30221,2.17,1.904082727640485
texnet2023kpkj,2023-05-31 17:37:25.983000,31.71926,-104.30116,1.66,1.6841125216225266
texnet2023kryu,2023-06-02 03:12:11.977000,31.71552,-104.31985,1.91,1.439562510548295
texnet2023kstu,2023-06-02 13:48:10.544000,31.56219,-104.13956,2.12,1.6669795884320255
texnet2023kuam,2023-06-03 06:19:46.984999,31.67357,-104.1949,1.99,1.6449166284035275
texnet2023kwio,2023-06-04 12:38:46.045999,31.56469,-104.16549,1.97,1.5742319677947616
texnet2023kyqc,2023-06-05 18:44:02.991000,31.71489,-104.26399,1.97,1.986127039700565
texnet2023lafv,2023-06-06 15:49:29.908999,31.60925,-104.11514,2.19,1.709092217257177
texnet2023lahx,2023-06-06 16:52:59.826000,31.60877,-104.11465,2.29,1.6278959523681924
texnet2023lcsx,2023-06-08 00:42:39.524000,31.68064,-104.16598,1.54,1.3085106610168264
texnet2023ldgx,2023-06-08 07:47:36.389000,31.56586,-104.16712,1.99,1.5462051193291282
texnet2023ldvm,2023-06-08 15:09:46.219000,31.60671,-104.11182,1.96,1.753234963112788
texnet2023livb,2023-06-11 08:36:54.567000,31.60271,-104.22076,2.26,1.6307100214546246
texnet2023lklr,2023-06-12 06:08:47.963999,31.62305,-104.36107,2.15,1.7333292847611494
texnet2023lksy,2023-06-12 09:49:47.182000,31.6852,-104.29224,1.98,1.4875469934324106
texnet2023llcl,2023-06-12 14:37:17.064000,31.61954,-104.11943,2.14,1.4920750484389735
texnet2023llje,2023-06-12 18:00:13.276999,31.68605,-104.29392,2.31,1.5399656510976403
texnet2023lljz,2023-06-12 18:25:25.000000,31.68556,-104.29329,2.88,1.6170096136518168
texnet2023llvg,2023-06-13 00:06:59.918999,31.68606,-104.29515,2.06,1.667180963803287
texnet2023llzz,2023-06-13 02:30:07.298000,31.68627,-104.29597,2.89,1.4715708611828722
texnet2023lndx,2023-06-13 17:36:18.832000,31.63516,-104.27703,1.75,1.5944610868194071
texnet2023lnel,2023-06-13 17:53:37.505000,31.68678,-104.29538,1.89,1.8846613329083757
texnet2023lsgx,2023-06-16 12:49:21.158000,31.65666,-104.32126,2.42,1.926113234147012
texnet2023lskm,2023-06-16 14:38:36.661000,31.68595,-104.29395,2.0,1.6373325752817296
texnet2023lsko,2023-06-16 14:39:12.551000,31.68585,-104.29508,2.29,1.6315828889443869
texnet2023ltgw,2023-06-17 01:56:44.149000,31.66584,-104.29879,1.8,1.7078748065979077
texnet2023lwsu,2023-06-18 23:22:49.262000,31.6522,-104.30024,1.94,1.4934828533683624
texnet2023lwtr,2023-06-18 23:49:45.682999,31.67212,-104.18952,2.27,2.0625617965993053
texnet2023lwxg,2023-06-19 01:38:23.010999,31.66224,-104.29209,2.14,1.6255656472213258
texnet2023lwxv,2023-06-19 01:55:40.307999,31.65159,-104.29928,2.12,1.3777938831533525
texnet2023lwyt,2023-06-19 02:23:39.383000,31.65148,-104.2994,2.57,2.019856990909577
texnet2023lwzb,2023-06-19 02:32:26.801999,31.65198,-104.30034,1.89,1.5472286484126128
texnet2023lwzi,2023-06-19 02:42:02.255999,31.65232,-104.30222,2.45,1.550515398518622
texnet2023lwzl,2023-06-19 02:44:25.539999,31.65258,-104.30331,2.01,1.4852988871972042
texnet2023lxco,2023-06-19 04:18:34.796999,31.6527,-104.30145,2.95,1.6140785482492308
texnet2023lydg,2023-06-19 17:49:26.239000,31.67424,-104.18927,2.77,2.2782646909183235
texnet2023lysc,2023-06-20 01:18:56.616999,31.6726,-104.18532,2.23,1.5808148516810583
texnet2023lyse,2023-06-20 01:20:12.201999,31.67248,-104.18648,2.01,1.6638277535646846
texnet2023lytx,2023-06-20 02:12:17.445000,31.67264,-104.19048,1.92,1.6356275838929442
texnet2023lyyv,2023-06-20 04:42:01.639000,31.65318,-104.30508,1.87,1.5193358281188885
texnet2023lzjg,2023-06-20 09:58:08.525999,31.67264,-104.18972,2.07,1.872371427074484
texnet2023mdju,2023-06-22 14:45:31.352000,31.65321,-104.30121,2.28,1.7098108432124615
texnet2023mdmh,2023-06-22 16:02:11.412000,31.6131,-104.10234,2.02,1.615719057505201
texnet2023mefa,2023-06-23 01:30:31.193000,31.64052,-104.29742,1.94,2.0420167762859687
texnet2023meur,2023-06-23 09:25:01.582000,31.68315,-104.16288,2.27,1.7469519361643269
texnet2023mgex,2023-06-24 03:41:30.361999,31.68714,-104.30011,2.02,1.5274015803742687
texnet2023mguh,2023-06-24 11:30:14.515000,31.68654,-104.29743,2.13,1.5224933999326902
texnet2023mgyq,2023-06-24 13:40:40.893000,31.6838,-104.16324,2.38,1.7518675541018838
texnet2023mgyv,2023-06-24 13:46:44.414999,31.68245,-104.16549,2.04,1.9557215521558473
texnet2023mhbq,2023-06-24 15:12:42.494999,31.65238,-104.3094,2.38,1.64077565535256
texnet2023mhma,2023-06-24 20:26:49.390999,31.68399,-104.16173,2.87,1.8200355022309966
texnet2023mhnm,2023-06-24 21:12:08.842000,31.65281,-104.3626,2.27,1.6083052969616198
texnet2023mifu,2023-06-25 06:27:01.215999,31.72447,-104.30156,2.3,1.5311763120052828
texnet2023mimg,2023-06-25 09:42:18.809000,31.65294,-104.3079,1.81,1.8579034812854807
texnet2023mits,2023-06-25 13:28:59.639000,31.64752,-104.26983,1.73,1.703024839273904
texnet2023mjln,2023-06-25 22:28:03.371000,31.71867,-104.32706,2.18,1.406232278249191
texnet2023mkew,2023-06-26 08:14:23.602000,31.66159,-104.23229,2.09,1.6240411227870701
texnet2023mncy,2023-06-27 22:40:45.728999,31.60997,-104.3254,1.68,1.7277269759766705
texnet2023mnow,2023-06-28 04:42:13.471000,31.71474,-104.26307,1.86,1.5972239454152568
texnet2023mocj,2023-06-28 11:32:05.360999,31.63031,-104.36779,2.01,10.890612358336359
texnet2023momt,2023-06-28 16:47:05.232999,31.59766,-104.26583,2.42,1.8044759707395368
texnet2023mszt,2023-07-01 03:52:43.728000,31.56393,-104.1422,2.1,1.665780366159954
texnet2023mvgw,2023-07-02 09:44:42.898000,31.68479,-104.29409,2.31,1.6295434545709184
texnet2023mvia,2023-07-02 10:20:07.323999,31.65057,-104.26718,2.81,2.1236759397103855
texnet2023mvio,2023-07-02 10:36:40.420999,31.68542,-104.29524,2.11,1.7655036807523412
texnet2023mxbw,2023-07-03 09:29:44.465000,31.68506,-104.29316,2.35,1.6481370050697925
texnet2023mxrv,2023-07-03 17:32:21.786999,31.61553,-104.10702,1.76,1.4522291471599282
texnet2023mxzc,2023-07-03 21:14:42.639000,31.61934,-104.12884,2.09,1.7098899318408372
texnet2023mzcn,2023-07-04 12:05:54.082000,31.71667,-104.28404,1.84,1.582485107827646
texnet2023mzcm,2023-07-04 12:06:03.076999,31.71647,-104.28324,2.32,1.5415691802452018
texnet2023naor,2023-07-05 07:23:18.638999,31.71652,-104.28541,1.88,1.5400117616743925
texnet2023nbbc,2023-07-05 13:38:40.189000,31.66156,-104.32323,1.98,1.7436412623890707
texnet2023nbee,2023-07-05 15:10:47.926999,31.61275,-104.1026,1.89,1.785506190934616
texnet2023nbiz,2023-07-05 17:37:42.954000,31.68487,-104.15922,2.73,1.6119397093274133
texnet2023nbql,2023-07-05 21:24:08.016000,31.61286,-104.10272,1.69,1.6763014222876156
texnet2023ndtb,2023-07-07 01:00:33.731999,31.6472,-104.27937,2.47,1.6828110405199552
texnet2023nesr,2023-07-07 13:56:37.457999,31.53632,-104.15154,2.38,1.7517927273069542
texnet2023nfac,2023-07-07 17:41:15.377000,31.65297,-104.30579,3.25,1.7391487893870277
texnet2023njaj,2023-07-09 22:21:26.387000,31.59506,-104.11937,2.05,1.6091937816478115
texnet2023nkud,2023-07-10 21:29:44.869999,31.65322,-104.30368,2.18,1.6662969930279405
texnet2023nlzn,2023-07-11 13:20:52.250999,31.72054,-104.29566,1.98,2.926249235970966
texnet2023nmjd,2023-07-11 18:13:28.728000,31.68543,-104.29769,2.22,1.5224676364970575
texnet2023nnkz,2023-07-12 08:17:29.609000,31.68604,-104.15755,2.7,2.0280246441440957
texnet2023nntb,2023-07-12 12:22:15.294000,31.60935,-104.24392,1.99,1.6399090847540827
texnet2023nnvd,2023-07-12 13:25:25.589999,31.60945,-104.2438,1.9,1.6994400954224804
texnet2023nnyj,2023-07-12 15:02:39.811999,31.56005,-104.10509,3.82,1.1380905170594344
texnet2023nons,2023-07-12 22:46:51.402999,31.59191,-104.20651,1.96,1.6798700991532491
texnet2023nork,2023-07-13 00:38:15.410000,31.68347,-104.29214,1.97,1.6555358381518608
texnet2023nptv,2023-07-13 15:01:19.763000,31.60386,-104.20701,2.87,1.716007876263277
texnet2023nrjk,2023-07-14 12:01:19.477000,31.53639,-104.1507,1.98,1.570574933016359
texnet2023nuki,2023-07-16 03:53:42.786000,31.6538,-104.30228,2.38,1.787969823912411
texnet2023nusq,2023-07-16 08:05:34.426000,31.67459,-104.20098,1.9,1.5775462290779205
texnet2023nvpf,2023-07-16 19:30:07.764999,31.59737,-104.20771,1.93,1.6453134112208456
texnet2023nvsq,2023-07-16 21:13:08.582000,31.67271,-104.20083,2.03,1.5294082329865197
texnet2023nvsr,2023-07-16 21:16:09.647000,31.67202,-104.20046,2.67,1.4863462520555817
texnet2023nxsb,2023-07-17 23:13:03.537999,31.6491,-104.26915,2.95,1.9157316542348315
texnet2023nxsd,2023-07-17 23:15:02.790999,31.64926,-104.26823,2.61,1.8182964900733332
texnet2023nxsl,2023-07-17 23:24:04.653999,31.64992,-104.26782,2.12,1.7781261254697376
texnet2023nylu,2023-07-18 09:11:09.813000,31.67235,-104.20143,2.31,1.5151775201923843
texnet2023nzyx,2023-07-19 04:57:14.414999,31.67433,-104.20034,2.16,1.636402184383114
texnet2023oacv,2023-07-19 06:54:52.085999,31.62425,-104.12798,2.05,1.5531757268356865
texnet2023ojwk,2023-07-24 15:02:27.123000,31.61304,-104.10811,2.0,1.681497859053398
texnet2023okcc,2023-07-24 17:53:25.291000,31.61365,-104.10864,2.23,1.5608509469883431
texnet2023olkf,2023-07-25 11:09:08.835000,31.62843,-104.25088,1.88,1.53744255362908
texnet2023olrr,2023-07-25 14:54:47.130000,31.64428,-104.31103,2.29,1.6033298990711284
texnet2023omim,2023-07-25 23:25:35.615999,31.59429,-104.11555,2.09,1.708723335288486
texnet2023onhg,2023-07-26 11:55:30.184999,31.68511,-104.29711,1.85,1.66440009761747
texnet2023orzy,2023-07-29 01:54:50.912999,31.71588,-104.32556,1.93,1.6391956102842973
texnet2023osmc,2023-07-29 08:03:44.033000,31.61965,-104.19172,2.01,1.722889145255726
texnet2023ouqs,2023-07-30 12:39:10.489000,31.61586,-104.10385,2.22,1.6324405389790042
texnet2023owjb,2023-07-31 11:03:34.780000,31.65192,-104.30637,1.8,2.5403268246718067
texnet2023paxv,2023-08-02 23:04:36.631999,31.61697,-104.23555,2.4,1.673858512017537
texnet2023peqv,2023-08-05 00:04:41.838000,31.65157,-104.29237,2.2,1.7045052748260916
texnet2023pguy,2023-08-06 04:26:18.138000,31.61221,-104.27466,2.4,1.647364159853764
texnet2023pgvb,2023-08-06 04:29:55.698999,31.61228,-104.27491,1.92,1.6927202852427183
texnet2023phmg,2023-08-06 13:10:51.000000,31.71956,-104.28104,2.07,1.4762259594768907
texnet2023pixg,2023-08-07 07:51:26.289999,31.64054,-104.29552,2.36,2.0264903968729313
texnet2023plok,2023-08-08 18:48:51.826999,31.6219,-104.36392,2.54,1.9840615576330294
texnet2023plqh,2023-08-08 19:45:42.915999,31.62256,-104.36582,1.81,2.0380409174296377
texnet2023pmdz,2023-08-09 02:40:01.229999,31.65216,-104.27968,1.96,1.7198881262794732
texnet2023prom,2023-08-12 01:39:13.226000,31.61308,-104.27742,2.01,1.741238767266174
texnet2023puyj,2023-08-13 22:03:38.329999,31.61761,-104.11834,1.9,1.5515128131502056
